_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4927960,3541,TR-04489,318,Queens Quay W,Queens Quay W,Centre North,Rees St,West,T6864C,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12574L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.386918593, 43.6388128747)}"
4927961,3542,TR-03568,379,Wilson Ave,Wilson Ave,South,401 C W Wilson Av Ramp,West,T15234,6.0,,LK,Existing,Provincial,0TS13048,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4380708156, 43.7364434904)}"
4927962,3543,TR-03198,2,Longfield Rd,Kipling Ave,West,Longfield Rd,North,T4337,2.0,,LC,Existing,Provincial,00TS1360,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5495270249, 43.6737056569)}"
4927963,3545,TR-01049,2592,Keele St,Rustic Rd,North,Keele St,West,T4026,5.0,,LC,Existing,Provincial,0TS11480,Yes,Permanently Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4802613078, 43.717982249)}"
4927964,3546,TR-00880,2,Fundy Bay Blvd,Birchmount Rd,West,Fundy Bay Blvd,North,T418,22.0,,LKN,Existing,Provincial,S3900418,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3123688227, 43.8110630658)}"
4927965,3547,SH-03909,674,Bay St,Bay St,West,Elm St,North,T245,11.0,,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3845493523, 43.6574372811)}"
4927966,3548,TR-05216,920,McCowan Rd,McCowan Rd,West,St Andrews Rd,North,T5678,21.0,,T,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2470282962, 43.7602405237)}"
4927967,3549,TR-05217,865,McCowan Rd,McCowan Rd,East,Benleigh Dr,South,T5661,24.0,,T,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2459670692, 43.7582459016)}"
4927968,3550,TR-05218,22,Barkdene Hills,Barkdene Hills,North,Thatcher Ave,East,T14297,20.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2378595163, 43.7155875182)}"
4927969,3551,TR-05219,1555,Avenue Rd,Avenue Rd,East,Woburn Ave,South,T4797,8.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.416691286, 43.7252756056)}"
4927970,3552,TR-05222,1907,Avenue Rd,Avenue Rd,East,Brooke Ave,South,T52,8.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4193740968, 43.7330780549)}"
4927971,3553,TR-05226,2967,Kennedy Rd,Kennedy Rd,East,Dancy Ave,North,T4077,22.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2989315323, 43.8058953076)}"
4927972,3554,TR-05227,3015,Kennedy Rd,Kennedy Rd,East,Trojan Gt,North,T4066,22.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2996977192, 43.8075698786)}"
4927973,3555,TR-05229,2907,Kennedy Rd,Kennedy Rd,East,Trojan Gt,South,T4130,22.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2979517711, 43.8037447436)}"
4927974,3556,TR-05231,,,Kennedy Rd,West,Marilyn Ave,South,T4101,22.0,,KF2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2901322417, 43.7869946272)}"
4927975,3557,TR-05232,429,College St,College St,North,Bathurst St,East,T812A,11.0,,Q10-SA,Existing,Provincial,TS13130R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4073623365, 43.6565707364)}"
4927976,3558,TR-05234,429,College St,College St,North,Bathurst St,East,T812C,11.0,,Q10-SA,Existing,Provincial,TS13126L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4072050058, 43.6566044359)}"
4927977,3559,TR-05237,2493,Kennedy Rd,Kennedy Rd,East,Havendale Rd,South,T4089,22.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2914929987, 43.7910124001)}"
4927978,3560,TR-05239,,,Kennedy Rd,East,Linwood Ave,South,T4098,22.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2925589902, 43.7934369142)}"
4927979,3561,TR-05241,,,Victoria Park Ave,East,Pleasant View Dr,North,T8494,22.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3278860476, 43.7859763731)}"
4927980,3562,TR-05244,,,Victoria Park Ave,East,McNicoll Ave,North,T14261,22.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3364348362, 43.8046869304)}"
4927981,3563,TR-05245,3771,Victoria Park Ave,Victoria Park Ave,East,Gordon Baker Rd,South,T3156,22.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3381165852, 43.8085211616)}"
4927982,3564,TR-05246,3815,Victoria Park Ave,Victoria Park Ave,East,Gordon Baker Rd,South,T8464,22.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3388724457, 43.8102676797)}"
4927983,3565,TR-05248,991,Kennedy Rd,Kennedy Rd,East,Radnor Ave,South,T4115,21.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2734439496, 43.7459335839)}"
4927984,3567,TR-05251,2223,Kennedy Rd,Kennedy Rd,East,Collingwood St,South,T4074,22.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2871674928, 43.781613885)}"
4927985,3568,TR-05252,2419,Kennedy Rd,Kennedy Rd,East,Marilyn Ave,North,T4100,22.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2900171869, 43.7874813417)}"
4927986,3569,TR-05253,2461,Kennedy Rd,Kennedy Rd,East,Reidmount Ave,North,T4119,22.0,,LCN,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.290554059, 43.7888208415)}"
4927987,3570,TR-05256,,,York Mills Rd,South,Harrison Rd,West,T7468,15.0,,V,Existing,Provincial,TS13351,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3789145727, 43.749609805)}"
4927988,3571,TR-05257,801,York Mills Rd,York Mills Rd,South,Scarsdale Rd,West,T9084,16.0,,KR1,Temporarily Removed,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3577050259, 43.7533214604)}"
4927989,3572,TR-05258,83,Parkwoods Village Dr,York Mills Rd,South,Ness Dr,West,T9080,16.0,,LC,Existing,Provincial,TS13358,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.323346531, 43.7616446465)}"
4927990,3573,TR-05259,2126,Victoria Park Ave,Victoria Park Ave,West,Paget Rd,South,T7418,16.0,,LK,Existing,Provincial,TS13360,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3162415216, 43.7597825037)}"
4927991,3574,TR-05262,555,Ellesmere Rd,Ellesmere Rd,South,Principal Rd,East,T7715,21.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2942736448, 43.7625720129)}"
4927992,3575,TR-05267,,,Spadina Ave,North,Front St E,East,T7346B,10.0,Toronto Entertainment District,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3939467818, 43.6430126136)}"
4927993,3576,TR-05270,,,Spadina Ave,North,Front St E,East,T7346C,10.0,Toronto Entertainment District,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3939619409, 43.64304785)}"
4927994,3577,TR-05271,,,Spadina Ave,North,Front St W,West,T8123A,10.0,,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3940422305, 43.642959288)}"
4927995,3578,TR-05272,,,Spadina Ave,North,Front St W,West,T8123B,10.0,,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3940569206, 43.6429933808)}"
4927996,3579,TR-05273,,,Spadina Ave,North,Front St W,West,T8123C,10.0,,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3940767684, 43.6430338243)}"
4927997,3580,TR-05279,,,Spadina Ave,North,King St W,West,T8126B,10.0,,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3952287111, 43.6458026361)}"
4927998,3581,TR-05280,,,Spadina Ave,North,King St W,West,T8126C,10.0,,Q10-SA,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3952388517, 43.6458377058)}"
4927999,3582,TR-05283,,,Victoria Park Ave,West,Denton Ave,North,T14962,19.0,,LC,Existing,Provincial,TS13378,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2892229309, 43.6929763509)}"
4928000,3583,TR-05287,,,Pharmacy Ave,East,Steeles Ave E,South,T9440,22.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3350387392, 43.8139770021)}"
4928001,3585,TR-05290,,,Pharmacy Ave,East,Arnall Ave,North,T6762,22.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3328715365, 43.8090241639)}"
4928002,3587,TR-05295,1049,Pharmacy Ave,Pharmacy Ave,East,Sherwood Ave,South,T6748,21.0,,LCN,Temporarily Removed,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3032205851, 43.7399627209)}"
4928003,3588,TR-05296,,,Pharmacy Ave,East,Surrey Ave,South,T6758,21.0,,RN2,Temporarily Removed,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3021084586, 43.7372341965)}"
4928004,3589,TR-05282,757,Victoria Park Ave,Victoria Park Ave,East,Denton Ave,South,T11348,20.0,,LC,Existing,Provincial,TS13376,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2887589243, 43.6925976742)}"
4928005,3590,TR-05284,1037,Victoria Park Ave,Victoria Park Ave,East,Dawes Rd,South,T8484,20.0,,T,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2944121928, 43.7053527165)}"
4928006,3591,TR-05292,,,Pharmacy Ave,East,Arnall Ave,South,T6661,22.0,,T,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3319947483, 43.8070950836)}"
4928007,3592,TR-05299,459,Birchmount Rd,Birchmount Rd,East,Parnell Ave,South,T7556,20.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2673379295, 43.7053069807)}"
4928008,3593,TR-04482,3600,Bayview Ave,Bayview Ave,West,Steeles Ave E,South,T322,18.0,,LC,Existing,Provincial,0TS12876,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3961699225, 43.802686435)}"
4928009,3594,TR-04497,452,Queens Quay W,Queens Quay W,Centre North,Lower Spadina Ave,West,T15139C,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12590R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3924053782, 43.6375779874)}"
4928010,3595,TR-04496,452,Queens Quay W,Queens Quay W,Centre North,Lower Spadina Ave,West,T15139B,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12588M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.392330507, 43.637591581)}"
4928011,3596,TR-04495,452,Queens Quay W,Queens Quay W,Centre North,Lower Spadina Ave,West,T15139A,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12586L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3921713475, 43.637624448)}"
4928012,3597,TR-04500,415,Queens Quay W,Queens Quay W,Centre South,Lower Spadina Ave,East,T15125C,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12592L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3913387298, 43.6377516233)}"
4928013,3598,TR-04499,415,Queens Quay W,Queens Quay W,Centre South,Lower Spadina Ave,East,T15125B,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12594M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3914311748, 43.6377318361)}"
4928014,3599,TR-04498,415,Queens Quay W,Queens Quay W,Centre South,Lower Spadina Ave,East,T15125A,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12596R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.391558611, 43.6377033326)}"
4928015,3600,TR-04502,,,Finch Ave E,South,Brimley Rd,West,T2497,23.0,,D,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2778778039, 43.8054390101)}"
4928016,3601,TR-04503,6025,Steeles Ave E,Markham Rd,West,Steeles Ave E,South,T13668,23.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.251363589, 43.8360984847)}"
4928017,3602,TR-04484,208,Queens Quay W,Queens Quay W,Centre North,York St,West,T15138B,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12564M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3812046768, 43.6397969523)}"
4928018,3603,TR-04488,207,Queens Quay W,Queens Quay W,Centre South,York St,West,T15332A,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12572R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3817968109, 43.6396109045)}"
4928019,3604,TR-04487,207,Queens Quay W,Queens Quay W,Centre South,York St,West,T15332B,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12570M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3819856448, 43.6395823852)}"
4928020,3605,TR-04507,8800,Sheppard Ave E,Sheppard Ave E,North,Rouge River Dr,West,T7236,25.0,,US,Existing,Provincial,0TS12888,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1870298117, 43.8050009331)}"
4928021,3606,TR-04506,2031,Kennedy Rd,Kennedy Rd,East,Antrim Cres,South,T4094,21.0,Kennedy Road,LC,Existing,Provincial,00TS9866,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2829000809, 43.7714832903)}"
4928022,3607,TR-04508,145,Guildwood Pkwy,Guildwood Pkwy,South,Livingston Rd,East,T2674,24.0,,LKN,Existing,Provincial,S4302674,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1971151, 43.7479267321)}"
4928023,3608,TR-04509,1540,Victoria Park Ave,Victoria Park Ave,West,Jonesville Cres,South,T8441,16.0,,B,Existing,Provincial,0TS12866,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3034091286, 43.7261391482)}"
4928024,3609,TR-04511,605,Royal York Rd,Royal York Rd,East,Tenby St,South,T6990,3.0,,LK,Existing,Provincial,0TS12902,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5030877237, 43.627695222)}"
4928025,3610,TR-04510,1,Mcdonald's Pl,Concorde Pl,West,Wynford Dr,North,T11260,16.0,,LKN,Existing,Provincial,S2611260,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.328324252, 43.7279784523)}"
4928026,3612,TR-04514,415,The Westway,Martin Grove Rd,East,The Westway,South,T5656,2.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5668842086, 43.6831682203)}"
4928027,3613,TR-04517,5385,Steeles Ave W,Barmac Dr,West,Steeles Ave E,South,T7512,7.0,Emery Village,LKN,Existing,Provincial,S0707512,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5548227477, 43.7680027171)}"
4928028,3614,TR-04519,2610,Weston Rd,Weston Rd,West,Dee Ave,North,T7442,5.0,,LC,Existing,Provincial,TS13449,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5353335995, 43.7113282806)}"
4928029,3617,TR-04526,2990,Eglinton Ave E,Bellamy Rd N,West,Eglinton Ave E,North,T353,21.0,,LCN,Existing,Provincial,S3800353,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2323389246, 43.7405939779)}"
4928030,3618,TR-04528,35,Finch Ave E,Finch Ave E,South,Doris Ave,West,T2516,18.0,Willowdale,LC,Existing,Provincial,0TS12976,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4125481897, 43.7803140591)}"
4928031,3619,TR-04531,,,Sentinel Rd,East,The Pond Rd,South,T4498,7.0,,LC,Existing,Provincial,0TS12942,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.502264324, 43.7698947207)}"
4928032,3620,TR-04532,80,The Pond Rd,The Pond Rd,North,Seneca Lane,East,T12193,7.0,,US,Existing,Provincial,0TS12944,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4997638325, 43.770678952)}"
4928033,3621,TR-04534,1,Inlet Mews,Sheppard Ave W,North,Sentinel Rd,East,T6087,6.0,,RN2,Existing,Provincial,S0906087,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.491622989, 43.7438106081)}"
4928034,3622,TR-01028,3400,Victoria Park Ave,Mcnicoll Ave,North,Victoria Park Ave,West,T2904,17.0,,T,Existing,Provincial,S2402904,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3369386454, 43.8040340253)}"
4928035,3627,SH-01363,1200-1202,York Mills Rd,York Mills Rd,North,Dvp N York Mills W Ramp,East,T11397,16.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3338617412, 43.7592007778)}"
4928036,3628,SH-00700,385,The West Mall,The West Mall,East,Civic Centre Crt,South,T8672,2.0,,A,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5657200366, 43.6420572567)}"
4928037,3633,SH-03695,1785,Gerrard St E,Gerrard St E,South,Bowmore Rd,West,T1115,19.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3150677344, 43.6778514676)}"
4928038,3634,SH-03312,2391-2409,Eglinton Ave E,Kennedy Ave,West,Eglinton Ave E,South,T2279,20.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2681468511, 43.7319812452)}"
4928039,3635,SH-03128,914,Dupont St,Dupont St,North,Concord Ave,East,T14147,9.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4297437553, 43.6703919393)}"
4928040,3642,SH-02537,aldwin2200,Jane St,Wilson Ave,North,Jane St,East,T8862,6.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5082598876, 43.7211034348)}"
4928041,3646,SH-01088,1530,Albion Rd,Albion Rd,North,Finch Ave W,East,T11045,1.0,,B,Temporarily Removed,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5886634863, 43.7411746082)}"
4928042,3650,SH-03649,1900,Mccowan Rd,Mccowan Rd,West,Sheppard Ave E,North,T1318,23.0,Sheppard East Village,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2591437771, 43.7898070659)}"
4928043,3652,SH-01059,53,Widdicombe Hill,Kipling Ave,West,Eglinton Ave W,North,T4305,2.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5512116887, 43.6774709684)}"
4928044,3654,SH-01669,2900,Kingston Rd,Kingston Rd,North,Neilson Ave,West,T1212,20.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2347569836, 43.7233524971)}"
4928045,3662,SH-01659,21,Silversted Dr,Mccowan Rd,West,Huntingwood Dr,North,T1299,23.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2628488263, 43.7988872781)}"
4928046,3665,SH-03692,80,Danforth Ave,Broadview Ave,West,Danforth Ave,North,T3371,14.0,Broadview Danforth,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3590635258, 43.676405971)}"
4928047,3670,SH-01089,62,Oakwood Ave,Oakwood Ave,West,Highview Cres,North,T5908,9.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4345944776, 43.6763271497)}"
4928048,3671,SH-02706,710,Markham Rd,Markham Rd,West,Greenbrae Crct,North,T5563,24.0,,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2264866229, 43.7624240658)}"
4928049,3672,SH-01244,2740,Jane St,Jane St,West,Courage Ave,South,T3876,7.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5147222505, 43.7447807117)}"
4928050,3676,SH-01232,4435-4479,Kingston Rd,Kingston Rd,South,Morningside Ave,West,T6494,24.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1871952378, 43.7700218543)}"
4928051,3677,SH-02775,825,Don Mills Rd,Eglinton Ave E,North,Don Mills Rd,East,T2263,16.0,,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3384232662, 43.7208583034)}"
4928052,3681,SH-00635,1139-1141,Kennedy Rd,Kennedy Ave,East,Cornwallis Dr,North,T4075,21.0,Kennedy Road,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2756681178, 43.7521050366)}"
4928053,3684,TR-01749,1,Liszt Gt,Finch Ave E,North,Liszt Gt,East,T2521,17.0,,U,Existing,Provincial,00TS9234,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.362915619, 43.7910379502)}"
4928054,3685,TR-01758,1250,Markham Rd,Markham Rd,West,Tuxedo Crt,North,T5586,24.0,,U,Existing,Provincial,0TS11828,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.233225987, 43.7796384238)}"
4928055,3686,TR-01760,1280,Markham Rd,Markham Rd,West,Progress Ave,South,T5579,24.0,,LCN,Existing,Provincial,S3805579,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2338555009, 43.7812225639)}"
4928056,3687,TR-01764,134A,Atlantic Ave,King St W,South,Atlantic Ave,West,T4155,10.0,,DIG-FE,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4215430745, 43.6400306213)}"
4928057,3688,TR-01766,1441,Dundas St W,Dundas St W,South,Gladstone Ave,West,T2164,9.0,Little Portugal,J,Existing,Provincial,0TS11734,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4301011891, 43.6495326466)}"
4928058,3689,TR-01768,1561,Dundas St W,Dundas St W,South,Sheridan Ave,West,T2186,9.0,Little Portugal,J,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4340191857, 43.6497267582)}"
4928059,3690,SH-00054,1960,Sheppard Ave W,Jane St,West,Sheppard Ave W,North,T3921,7.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5134127915, 43.739534523)}"
4928060,3693,SH-03080,4155,Yonge St,Yonge St,East,William Carson Cres,South,T8963,15.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4071836011, 43.7471169452)}"
4928061,3696,SH-02069,94,Festival Dr,Steeles Ave W,South,Hidden Trl,West,T8278,6.0,,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.463341959, 43.7884643374)}"
4928062,3702,SH-03411,45,Overlea Blvd,Overlea Blvd,South,Thorncliffe Park Dr,West,T11651,15.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3453028694, 43.7069362751)}"
4928063,3705,SH-03205,830A,Sheppard Ave W,Wilmington Ave,East,Sheppard Ave W,North,T7298,6.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.452034152, 43.7528601508)}"
4928064,3710,TR-02234,1,Oldborough Crcl,Van Horne Ave,North,Kingslake Rd,East,T7392,17.0,,LKN,Existing,Provincial,S3307392,Yes,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3450954233, 43.7866003253)}"
4928065,3711,TR-02240,3351,Bayview Ave,Cummer Ave,North,Bayview Ave,East,T1803,17.0,,LC,Temporarily Removed,Provincial,0TS11950,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3930591816, 43.7926112146)}"
4928066,3717,SH-01039,3233,Eglinton Ave E,Eglinton Ave E,West,Kingston Rd,North,T2283,24.0,,C,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2122787407, 43.7438287483)}"
4928067,3718,SH-00481,26,Rean Dr,Sheppard Ave E,South,Rean Dr,West,T7233,17.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3833766149, 43.7676332418)}"
